True,Series,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,Country,COUNT_NAN,COUNT_TOT,COVERAGE_PERCENT
IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24275,0.753924,1.41022,3.35269,4.69246,5.04247,5.69468,8.11125,11.2454,14.9123,24.7186,51.2337,68.8937,77.6018,93.4692,94.2113,98.3525,,0,31,1.0
NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",31.5888495564013,30.6036041442969,30.88269802002,31.5006170319144,33.2622860023274,34.603714988855,36.1739528070011,34.7481326792687,36.2332274176847,36.9443523704217,31.4968602181932,31.6304103693242,29.7002105573033,30.1688803315477,29.1146819751249,29.2289240048708,28.5190019571669,27.0786703606707,26.3922916059744,26.7207875591071,27.3057722832576,27.2228150417753,27.5290127709183,28.9037801318181,29.7258920854426,30.3481497700898,30.9134600266245,30.5790350660201,32.1310911250351,31.2470343359106,31.3713561004301,,0,31,1.0
IT.MLT.MAIN.P2,Fixed telephone subscriptions (per 100 people),3.99881,4.12582,4.60123,4.52335,5.13591,5.68355,5.8837,6.14929,6.50596,6.70582,7.29468,7.80036,8.19724,8.94658,9.82411,10.6334,12.5294,14.3007,16.596,17.0911,18.1498,18.3117,18.9992,18.9188,18.0357,18.0052,18.1945,18.1174,17.9165,16.7014,15.8906,,0,31,1.0
SP.URB.TOTL,Urban population,17145846.0,17710015.0,18286700.0,18874694.0,19472124.0,20077483.0,20656601.0,21228793.0,21808614.0,22398270.0,22999996.0,23613613.0,24238651.0,24870588.0,25506164.0,26142216.0,26777679.0,27410870.0,28043541.0,28676309.0,29309133.0,29941978.0,30573545.0,31200435.0,31817836.0,32422511.0,33015425.0,33597407.0,34166609.0,34720224.0,35257425.0,,0,31,1.0
NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth),5.10660012197073,-11.8330373001776,-1.55794619713394,-0.892260256218151,10.3051911402338,14.3518576295726,20.7052352421175,7.78835634397517,0.250807364845144,8.40487306926366,17.5935288169869,11.9590687415693,5.58587818719678,6.21984331005865,0.0428639383167848,3.5608382139721,9.60301802931569,3.15139810177236,7.37547634259283,5.92390569393346,6.14644818800751,2.81087687125164,-2.37741456158389,7.36029571638737,9.80860759498019,9.17082681373292,9.51829787234043,6.21988747629854,2.03675523820672,-5.20630186226148,2.06236511426208,,0,31,1.0
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.08735367309492,2.2768727473299,0.948420786408448,1.57395603828768,3.35068373898201,3.10710619368098,5.82407613847742,5.36893214813603,4.06417324517207,3.41409610863153,4.28199833207572,2.00160759679279,4.04492943774078,5.38540993856773,5.81466190787813,5.2024375925092,2.05585471217387,3.43029367827623,0.569784089866261,-4.20401524369927,2.92486148314592,1.67789830769955,2.50398046550686,3.91827190359832,5.33302206745236,4.82876110795085,6.71686869844402,6.73819469090975,3.28344618616541,1.13964864548062,4.49465897070922,,0,31,1.0
SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),3.53883677875799,3.59116905181463,3.64229091362378,3.6933307190626,3.74503796941677,3.79882930237088,3.86811301327946,3.93692495752501,4.00717102115561,4.08118013036063,4.16028662422787,4.24870751186588,4.33718354954855,4.42769035892825,4.52251726762109,4.62323041720648,4.7306632116015,4.84513490157407,4.96431461856905,5.08414332081581,5.20337286166872,5.32855911770794,5.45100520215602,5.57378097978277,5.70108034386861,5.83607476535148,5.96479975867168,6.10132729074052,6.24869181374523,6.40943137185935,6.58641788305431,,0,31,1.0
BM.TRF.PWKR.CD.DT,"Personal remittances, paid (current US$)",39045898.44,53062198.64,35328319.55,48000000.0,72000000.0,98000000.0,31000000.0,32000000.0,14000000.0,17000000.0,44000000.0,105000000.0,79200000.0,84900000.0,145656797.585055,149887650.510278,140224314.462013,112029278.906265,151320537.801104,246709450.020442,219135624.617598,204463328.500504,157548258.665447,64952909.2023087,50532704.1705144,56161403.6064596,65526905.959713,95056912.5186479,88291702.7656574,124475460.916341,151325691.915413,,0,31,1.0
SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",64.256,64.616,64.938,65.218,65.454,65.64,65.772,65.858,65.917,65.966,66.036,66.16,66.356,66.631,66.986,67.406,67.869,68.341,68.795,69.215,69.594,69.931,70.24,70.533,70.813,71.085,71.354,71.621,71.887,72.154,72.422,,0,31,1.0
NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),15.5970059463122,15.4181542718203,15.1909383661862,13.2403032345962,12.4639577408401,12.525325304684,11.9933894680519,12.9158805893834,13.8566343782488,13.8190584368665,15.9151413516665,14.4353791922749,17.093036648287,20.9929761594843,20.9191756155692,20.9634874285564,20.8446454849312,20.7555243452086,20.9015722165226,17.8027005640253,16.7519457538687,18.5139760284435,18.1670695368963,19.9408838054673,19.0926755089972,20.4516537557921,21.9127682099768,20.6657549719257,21.0580542813616,18.731632819883,17.923758408999,,0,31,1.0
NV.IND.MANF.KD,"Manufacturing, value added (constant 2010 US$)",20116918667.1524,19584214892.5344,19302134909.184,19522841126.46,20691848960.49,21303022257.7491,22569988776.9063,23973208475.9,24427613685.4426,25799719107.4849,26889915503.7425,26955170923.3372,26394987879.2352,26063519800.7368,26538951769.2282,28107448046.443,27587700145.8492,27703201426.2333,27623410737.2623,25311186627.5188,28260386751.2119,29083384177.3352,29705383120.2028,31159881235.6758,33635451646.2606,35143902132.7394,37706497285.1461,40633942661.6306,40779063885.4221,39284633728.1958,40024342536.6128,,0,31,1.0
TX.QTY.MRCH.XD.WD,Export volume index (2000 = 100),35.81751332,29.03715009,28.26981725,29.49348,32.76456301,34.46747527,41.60936299,46.82985053,48.88294655,53.44768167,66.50236186,71.08571509,73.6489232,74.73421771,72.51990496,83.80281197,83.67846319,90.14245644,98.22577379,100.8476661,100.0,105.0840357,105.6930616,112.9424173,121.5266142,135.0935785,140.6302315,154.0240357,158.6371741,158.8208537,162.8578334,,0,31,1.0
SP.POP.DPND,Age dependency ratio (% of working-age population),77.1879382478104,75.8959775111961,74.4211208405435,72.9237642554753,71.6124233056865,70.5631668746847,69.6557715465336,68.9635509398137,68.4006641719735,67.841294697073,67.2336204223791,66.6668509835238,66.1307379361017,65.5821890417631,64.9781208584164,64.2987721519975,63.7572642345784,63.0339433827058,62.2200021192789,61.432062666298,60.7127533772823,59.8436940071452,59.1027695507834,58.39792021713,57.5931038594997,56.634567052602,55.6641133960589,54.5261860117794,53.3153535125867,52.1762538271006,51.1828718491393,,0,31,1.0
NV.IND.TOTL.KD,"Industry (including construction), value added (constant 2010 US$)",36415360732.3008,36085290467.5351,35939307366.9266,37160369403.3723,39717053095.8939,42085690760.513,46430296292.0127,49263110730.7699,51112394957.8007,53475094326.8017,54784735939.549,56276354331.5657,56026306406.6963,58399802204.9011,60530105977.7347,63885300710.0,62169066178.5082,62999590526.6354,63445313274.5406,58858153107.2643,60727421660.4511,61216446652.4915,62960154255.1489,66002654293.308,70096986343.0258,73094316588.1171,78283810258.0748,83037625057.1662,86204289884.1859,87060377391.6714,89898732182.3756,,0,31,1.0
NV.AGR.TOTL.KD,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",9426884075.52654,9728777600.61652,9544528529.55924,9812606187.40545,9984766876.01339,10149184679.131,10491767857.5634,11161606461.5186,11470689808.8497,11963785200.1312,12660802912.3385,13099079269.6876,13263967735.6592,13490688167.9794,13833348025.622,14349749217.3489,14172491595.9006,14264626335.7577,14270159033.0138,14263366770.1416,14812417228.8527,15074247928.0392,15760244359.8561,16247249460.3239,16730981677.0502,17201741578.3279,17568382935.1374,18259011827.5433,18111992273.5751,18069792216.4176,18124697667.1279,,0,31,1.0
EN.POP.DNST,Population density (people per sq. km of land area),24.245613339342,24.7828823794502,25.3283677332132,25.8802911221271,26.4364398377648,26.9952176656151,27.5551861198738,28.1166444344299,28.681863001352,29.2541658404687,29.8355736818387,30.4266137899955,31.0252978819288,31.6280054078414,32.2298134294727,32.8268931951329,33.4172032447048,34.0007237494367,34.5780144209103,35.150489409644,35.7187607030194,36.2829707075259,36.8412465074358,37.389699864804,37.9233465525011,38.4386940063091,38.9372699414151,39.4209211356467,39.8873114015322,40.3335322217215,40.7595304191077,,0,31,1.0
FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",26.5806451612903,27.5229357798165,24.7002398081535,19.4871794871795,16.362660944206,23.9741816505302,18.8545927854221,23.3103879849812,28.1400659731033,25.8613861386139,29.137822529893,30.348440545809,27.0305636040751,22.4413214627327,22.8471846643832,20.8971286014773,20.7970867893992,18.4625690839056,18.6812565385812,10.8733978176967,9.22257080235504,7.96970293133976,6.35192507425155,7.1307416862268,5.90126181451809,5.05142028722872,4.29245011787705,5.54514128187459,6.99855040288351,4.2010447688327,2.27118326422564,,0,31,1.0
NV.IND.MANF.KD.ZG,"Manufacturing, value added (annual % growth)",1.21103695038886,-2.64803861581341,-1.44034358741578,1.14342904717203,5.98789810590456,2.95369108109217,5.94735574993996,6.21719271934005,1.895470979612,5.61702604155722,4.22561343290508,0.242676179423526,-2.07820253002767,-1.25579932074572,1.82412802309958,5.91016665184767,-1.84914653132158,0.418669478693445,-0.288019740907799,-8.37052358137835,11.6517655497299,2.91219449106809,2.13867457471591,4.89641257810858,7.94473634819404,4.4847041221358,7.29172060270284,7.76376907763769,0.357142857142861,-3.66469951695133,1.8829469393427,,0,31,1.0
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",89.9318,88.5984,87.265,88.0562,88.8474,89.6386,90.4298,91.221,92.8824,94.5438,96.2052,97.8666,99.528,99.8068,100.0856,100.3644,100.6432,100.922,99.8418,98.7616,97.6814,96.6012,95.521,92.8456,90.1702,87.4948,84.8194,82.144,80.3788,78.6136,76.8484,,0,31,1.0
SP.RUR.TOTL.ZS,Rural population (% of total population),36.262,35.592,34.927,34.267,33.613,32.966,32.434,31.949,31.468,30.992,30.519,30.051,29.585,29.126,28.672,28.223,27.777,27.338,26.902,26.47,26.043,25.621,25.203,24.789,24.38,23.976,23.577,23.184,22.796,22.413,22.036,,0,31,1.0
SP.POP.0014.TO.ZS,Population ages 0-14 (% of total population),40.0239125613474,39.5570480543116,39.0252033151306,38.4777178112982,37.9841212293869,37.5718656490603,37.1890070539915,36.8787135467641,36.6106397905257,36.3387271459209,36.0431235334411,35.7513582496673,35.4692585553391,35.1793401636162,34.8633835434731,34.5120420561099,34.2033434919104,33.8179451698927,33.3910067297185,32.9702933662869,32.5738113137008,32.1103254084047,31.696537963213,31.294077223125,30.844367050017,30.3210584067994,29.7943188540738,29.184720961291,28.5262685155737,27.8772937346623,27.2685222244581,,0,31,1.0
SP.POP.1564.TO,"Population ages 15-64, total",15181907.0,15632312.0,16111480.0,16605111.0,17091554.0,17560177.0,18020300.0,18462808.0,18896913.0,19338207.0,19794207.0,20254975.0,20720168.0,21192661.0,21674982.0,22167809.0,22641064.0,23138619.0,23649554.0,24158440.0,24658880.0,25184575.0,25691170.0,26189657.0,26699108.0,27227534.0,27752640.0,28304272.0,28865323.0,29406726.0,29912581.0,,0,31,1.0
SP.POP.1564.TO.ZS,Population ages 15-64 (% of total population),56.4372506598947,56.8517828938738,57.3325057712456,57.8289514696392,58.2708408011963,58.6293050485688,58.942879932729,59.1843614957109,59.3821891883186,59.5800927237185,59.796589842331,59.9999342384668,60.1935578951124,60.3929694774556,60.6140991889058,60.8647275266836,61.0659932964881,61.3369199285332,61.6446786517125,61.9455633128972,62.2228158246305,62.5611154738874,62.8524568346309,63.1321417970923,63.4545526061143,63.8428668278492,64.2408813872545,64.7139517479685,65.2250396706811,65.7132748934783,66.1450598924876,,0,31,1.0
BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0.470461793639438,0.728254722048364,0.939231233116753,1.59566957867312,1.52667282755931,2.9317015543862,1.9288837346618,0.877016761917627,0.51769140170422,1.45674970076126,1.04506114042541,0.929119963410911,1.24736846158865,1.44341026306631,1.77042262125538,1.04680224097574,3.20262771722448,5.21492781259777,2.87354611202614,1.74959315214541,2.43922655930173,2.58822658457427,2.17806523001415,1.81790827569731,2.66108247569192,7.02889426865112,4.17688237444993,4.30967543381153,4.36198207878709,3.45732686886784,2.24383070981721,,0,31,1.0
NV.IND.MANF.ZS,"Manufacturing, value added (% of GDP)",23.2697751293434,21.3143410768656,21.2198143753769,20.9811806084665,22.1106554401512,21.3868309019765,22.4767809337597,20.3175782443423,21.1579351324332,20.8866721783271,18.0333075421471,17.908127156721,16.8422107892647,15.832146074946,14.9969758426646,14.7615046482786,14.4092035112335,13.7888033704677,14.0513156430057,13.8493757183593,13.9327006536198,14.1371966473471,14.0329280173486,14.2374561677284,14.4134103625529,15.9910403067837,15.9786060942757,16.1542662179759,15.3737037145843,14.7800723322979,13.9670256956953,,0,31,1.0
NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),19.0685377391348,20.6239947790292,20.4871425036179,19.8932136967006,18.9649700356585,19.0409037023224,18.0011626474892,19.9974887833835,21.9897406504351,19.9757541589656,20.606730546634,19.1054638472664,20.5545014602291,24.9421331103752,25.5384467490805,25.7987433287578,22.1509386589832,20.9237506240474,19.7280791808155,12.8801341708134,14.8956270290748,16.0322513515548,17.2515418448331,18.6818190163212,19.4409966142669,21.6562413080915,22.9389629039528,23.4542806868515,23.7209214485662,21.9875830884376,21.8887622688674,,0,31,1.0
SP.POP.65UP.TO,"Population ages 65 and above, total",951965.0,987450.0,1023550.0,1060510.0,1098466.0,1137795.0,1182578.0,1228140.0,1275183.0,1324649.0,1377162.0,1434293.0,1492970.0,1553733.0,1617206.0,1683847.0,1753959.0,1827769.0,1904525.0,1982789.0,2062095.0,2145062.0,2228118.0,2312220.0,2398784.0,2488953.0,2576847.0,2668569.0,2765357.0,2868224.0,2978556.0,,0,31,1.0
SP.URB.TOTL.IN.ZS,Urban population (% of total population),63.738,64.408,65.073,65.733,66.387,67.034,67.566,68.051,68.532,69.008,69.481,69.949,70.415,70.874,71.328,71.777,72.223,72.662,73.098,73.53,73.957,74.379,74.797,75.211,75.62,76.024,76.423,76.816,77.204,77.587,77.964,,0,31,1.0
SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",3.856,3.743,3.632,3.527,3.43,3.343,3.269,3.208,3.158,3.117,3.082,3.047,3.01,2.968,2.918,2.862,2.802,2.742,2.683,2.627,2.572,2.516,2.458,2.395,2.33,2.263,2.198,2.137,2.081,2.033,1.992,,0,31,1.0
NY.GDP.PCAP.KD,GDP per capita (constant 2010 US$),3931.03450450599,3933.37773806298,3885.16795112881,3862.15954643552,3907.59687116048,3945.61300668646,4090.55707853831,4224.10685525427,4309.1564871686,4369.09657147896,4467.39460246288,4468.29772463662,4559.32640402985,4713.30267089893,4894.23919808641,5055.20769083488,5068.00003734058,5151.88672558158,5094.73892561118,4801.06864025915,4862.87605315307,4867.58232017903,4913.85749625519,5031.49227964787,5225.24525341854,5404.12223554869,5693.26452761933,6002.33106969292,6126.92650332141,6128.1955887057,6336.70947398466,,0,31,1.0
NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",19.3599007048185,19.2477404120391,18.7651213431477,18.7138952836759,17.4089297678982,16.9906943035106,17.4769253071175,18.0637386666618,16.7492942839987,16.0571909914629,17.0667810007027,17.4547981612428,16.7939433917586,14.9678292386502,14.8315378667055,14.0180659651442,12.768819026019,12.6064711492187,13.2357896548033,13.0007715171454,8.3057195333068,8.32097267667621,8.51000517684848,8.32877416512145,7.91098316231374,7.52726670177951,7.18676953071771,6.93455867595786,6.6873848504052,6.68974069628809,6.32485387641069,,0,31,1.0
SP.POP.0014.TO,"Population ages 0-14, total",10766636.0,10876846.0,10966794.0,11048562.0,11141210.0,11253222.0,11369601.0,11504468.0,11650431.0,11794641.0,11931200.0,12069061.0,12209430.0,12344878.0,12466790.0,12569782.0,12681364.0,12757415.0,12810228.0,12858239.0,12908990.0,12926318.0,12956075.0,12981995.0,12978061.0,12931243.0,12871414.0,12764671.0,12624292.0,12475104.0,12331562.0,,0,31,1.0
NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),16.217980786889,11.8512305745539,10.9128345916266,10.4595176968158,11.8847923447279,13.8077759786125,18.8372464406075,16.9496695982325,16.2861676254084,18.0025634113097,18.8626690286416,19.0945389024404,16.5185546953654,15.1844952854784,14.9983618345688,14.5337428892103,15.199461701397,14.8415437434707,15.0073508369912,18.3465787501541,15.915139715438,15.3871357665009,14.8155696775272,16.5752997117627,16.7707514248023,16.9710437391629,17.7285877506525,16.4331421263646,18.1095951350739,16.4244956875755,16.3408447597691,,0,31,1.0
TX.VAL.MRCH.XD.WD,Export value index (2000 = 100),30.08671119,22.35860557,23.18125014,23.0049144,26.53929604,27.22930547,39.11280121,35.59068641,38.61752777,43.82709897,51.87184225,55.44685777,53.02722471,54.55597893,64.54271542,77.63219431,81.1681093,88.33960731,83.49190772,88.74594619,100.0,94.22462107,91.31891469,100.2798372,124.3818666,162.4588869,186.998919,229.9372858,288.4691757,251.876335,304.4730735,,0,31,1.0
SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",69.638,70.191,70.72,71.215,71.671,72.081,72.443,72.766,73.058,73.325,73.579,73.828,74.079,74.339,74.609,74.89,75.18,75.47,75.754,76.03,76.294,76.544,76.781,77.007,77.223,77.43,77.63,77.825,78.019,78.212,78.405,,0,31,1.0
FP.CPI.TOTL,Consumer price index (2010 = 100),1.12354403124392,1.43277633342114,1.78667552369063,2.13484818984573,2.4841661608237,3.07972466872058,3.66039421392004,4.5136463069646,5.78378935553698,7.27955745421644,9.40066198618763,12.2536162999782,15.5658378477432,19.0590175575229,23.4134664941074,28.3062086974448,34.1930754870409,40.5059956707478,48.0730246355068,53.3001958471247,58.2158441469197,62.855473984401,66.8480065969558,71.6147652697766,75.8409400661986,79.6719846987276,83.0918648998431,87.6994262022837,93.8371147480902,97.7792539484384,100.0,,0,31,1.0
NY.GDP.MKTP.CD,GDP (current US$),33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894411351.983,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49175565911.0655,58418985443.3172,66446804802.5747,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98211749595.5442,97963003804.7851,94641378693.223,117081522349.677,145619191582.061,161618581266.316,206181826825.28,242186950900.775,232397835678.336,286563105192.456,,0,31,1.0
NY.GNP.MKTP.CD,GNI (current US$),33155485756.5316,35904126272.0089,37999647572.1475,37514872085.7307,36678124773.7313,33219411744.3172,33194484135.0734,34383300523.0276,37467546939.6276,37241071887.3773,45539094151.9333,47086381862.0962,56161793342.7437,64491312565.3626,80213040694.7975,90911003096.5725,95097412814.6927,104334000798.451,96748227324.8217,84832744079.29,97729902123.7903,95787969671.1632,95331633503.9279,91408959391.8307,113017243988.227,141960162427.803,157371479210.418,199929095615.928,233817836996.718,225258274516.937,276075209462.956,,0,31,1.0
SP.POP.TOTL,"Population, total",26900508.0,27496608.0,28101824.0,28714183.0,29331230.0,29951194.0,30572479.0,31195417.0,31822527.0,32457497.0,33102569.0,33758328.0,34422568.0,35091272.0,35758978.0,36421438.0,37076387.0,37723803.0,38364307.0,38999468.0,39629965.0,40255956.0,40875363.0,41483872.0,42075953.0,42647731.0,43200901.0,43737512.0,44254972.0,44750054.0,45222699.0,,0,31,1.0
NY.GDP.MKTP.KD,GDP (constant 2010 US$),105746825136.74,108154545779.445,109180305973.062,110898755991.546,114614622575.288,118175820612.189,125058470381.914,131772774802.215,137128248660.148,141809938861.489,147882238078.255,150842260189.937,156943723176.913,165395786042.841,175012991811.109,184117933488.866,187903130700.454,194348759914.154,195456128226.998,187239122801.59,192715607785.794,195949179707.505,200855708889.702,208725781697.9,219857173696.312,230473551392.799,245954157224.494,262527027188.667,271146960850.547,274237083517.142,286563105192.456,,0,31,1.0
NY.GDP.PCAP.CD,GDP per capita (current US$),1241.63958703115,1323.37657317699,1386.67296904813,1348.80462319265,1304.17717695327,1165.04241373426,1142.93936333953,1165.98239687223,1232.22615383192,1218.2110099369,1445.32863023383,1456.69435734689,1697.11293600516,1893.54221193734,2284.83881295591,2539.91287721915,2620.53876171399,2827.37952669446,2566.02419382074,2209.93165047196,2520.48108876016,2439.68245582205,2396.62712731836,2281.40176243006,2782.62318502156,3414.46515834714,3741.09283661273,4714.07305530503,5472.53652992425,5193.24145795078,6336.70947398466,,0,31,1.0
NY.GDP.PCAP.KD,GDP per capita (constant 2010 US$),3931.03450450599,3933.37773806298,3885.16795112881,3862.15954643552,3907.59687116048,3945.61300668646,4090.55707853831,4224.10685525427,4309.1564871686,4369.09657147896,4467.39460246288,4468.29772463662,4559.32640402985,4713.30267089893,4894.23919808641,5055.20769083488,5068.00003734058,5151.88672558158,5094.73892561118,4801.06864025915,4862.87605315307,4867.58232017903,4913.85749625519,5031.49227964787,5225.24525341854,5404.12223554869,5693.26452761933,6002.33106969292,6126.92650332141,6128.1955887057,6336.70947398466,,0,31,1.0
SP.POP.TOTL,"Population, total",26900508.0,27496608.0,28101824.0,28714183.0,29331230.0,29951194.0,30572479.0,31195417.0,31822527.0,32457497.0,33102569.0,33758328.0,34422568.0,35091272.0,35758978.0,36421438.0,37076387.0,37723803.0,38364307.0,38999468.0,39629965.0,40255956.0,40875363.0,41483872.0,42075953.0,42647731.0,43200901.0,43737512.0,44254972.0,44750054.0,45222699.0,,0,31,1.0
